#,Card Number,Title,Sold Price,Sold Date,URL
53,#CPA-EM,2025 Bowman #CPA-EM Esteban Mejia Chrome Prospect Autographs,$2.25,"Feb 28, 2026",https://www.ebay.com/itm/389661495770?_skw=2025+bowman+%23CPA-&epid=16079897252&itmmeta=01KJKYN48S8Z0YEEWFND7Q7JTH&hash=item5ab9a291da:g:TgkAAeSwl4lpnPgz&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCT3vccaxqNpELOyOsbyeTBPnwkya%2BcYi9G%2BF958nSlbE87yCslLfC7sxEhbOV01YPX%2FsvZO5p%2FcqRS%2FrAteOdBRVwgJDg2g6u7kPuHKEd5PIgSuwE6vtR66L%2FVld4ofLO96%2ByZAt8zAtWYHhGjiG39VSTUWtWtrEcnhisyLYhmVch6QU%2BOyBm84JRsG8%2BmLmnhB3pbPI5fc%2FWeu5J3ZzoLgit0mbYKZLGY5JvkzcI%2BlWjy6FaTk2HCoT5VXxvLcq9K%2Fd3CeruuTp64pfhspHcMEpZ4ZDDjC%2BlPzWTdmUrKLQ%3D%3D%7Ctkp%3ABk9SR4jF1P6UZw
54,#CPA-JP,2025 Bowman Draft Jojo Parker 1st Chrome Auto #CPA-JP Toronto Blue Jays,$79.00,"Feb 28, 2026",https://www.ebay.com/itm/177907408509?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48S62KGZH6D69ZYW1V2&hash=item296c1b9e7d:g:WM4AAeSwegBpo53x&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAQa0upo6uwQajTK%2FYThvzlncl0rlTprJdXuLgSlCkQ%2FyOgyxdRboxIY%2BFNh6T5DHYgMwBW%2BrkqFji%2BWIcwxQXv4d1JZLE%2BtysWpwyw00732TajY0hjzYiKp%2F6uopwAOWlQbCgqvUqKkCK%2FiITe3IA%2ByaGY8wshipQ0PJxjW8DIF9dagNLZ3cy0mvEyOQHVTOb3hDf5AoZmo3hJ%2BTucKbHCzqs9LvzZb%2FLp7zCk4t6m9Nzp5z01R5Ky%2BJHcj0nTpSUBMrRHpwgjEC79j4vw5XLs5DCTQUP3rhMGSYkSqo9r%2Bw%3D%3D%7Ctkp%3ABk9SR4jF1P6UZw
55,#CPA-EGO,2025 Bowman #CPA-EGO Esteban Gonzalez Chrome Prospect Autographs,$2.50,"Feb 28, 2026",https://www.ebay.com/itm/389661495769?_skw=2025+bowman+%23CPA-&epid=7079923848&itmmeta=01KJKYN48SJSXKSTRT5EFFCDMT&hash=item5ab9a291d9:g:3YsAAeSwiqxpnPhw&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBkCnRiA5KwjHdEcYV3NkBpHkHECnmVPzFmCXJNr%2F7wTjEE0v2gGeocPVs%2FyoG9y0OTV1kgQp3JrCTST3a6bdWYKzg7BKQ05c2IjbrNDkaOBz%2FDcrBUpOMRn4e7u3ypXZMi0c4h0WHAOZzNsCvwj7MF%2Bx50wFP5oArygiOAhU2xE%2B0y7hcdkJ5lBYfyy2BVe9VT2y6QYxStCIEc%2FJeBoMO%2BsPPJNEW75Vr1AWChTKRwPoVrUQvNtWafBxXDVQPpHp0%3D%7Ctkp%3ABk9SR4jF1P6UZw
56,#CPA-EP,2025 Bowman #CPA-EP Esmith Pineda Chrome Prospect Autographs,$2.50,"Feb 28, 2026",https://www.ebay.com/itm/389661495759?_skw=2025+bowman+%23CPA-&epid=20079911219&itmmeta=01KJKYN48SWK0V1MEBS2Z088HQ&hash=item5ab9a291cf:g:~ZAAAeSwyBdpnPf7&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAREmBv17RtShp1RW%2BvBH%2FX%2BLR%2FzuDu8TEtXGC7zGF4uEqdjB1eiiIBU8ZTc7x0A3rPFfxiezyM0GdH%2FelEjO1XwpyJsWZ36pF5BzJUQu94heb3kYwb%2FOUZu3F62X0o7%2F0ibZYyZXv%2B8hU%2FH1CWRscVCHf1wHOTAryW0nOb1s0qMh47OnwSxWjISezOKF1Ggw7QF5IjQZM6O3FVr3Xz7kksCXYH9x0SW%2BzIX%2FUwuSfneSnuFBLlz058YrpVzTua2hiGabK%2FG1pVOqkPJnPh1k8o%2Flw24RAJPWD4yQsXdeUGPg%3D%3D%7Ctkp%3ABk9SR4jF1P6UZw
57,#CPA-CFR,2025 Bowman #CPA-CFR Cody Freeman Chrome Prospect Autographs,$5.50,"Feb 28, 2026",https://www.ebay.com/itm/389661495739?_skw=2025+bowman+%23CPA-&epid=20079914724&itmmeta=01KJKYN48S4VV4GRFMQ3B76KAB&hash=item5ab9a291bb:g:QLAAAeSw-pZpnPf9&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDb6jWV2B4pet%2F8P%2BaJ1UGU42xc%2BuTVl%2BMw4%2FCjOrpJyeN84NBnbTxxxZsYoXDgAtHqnMQ2VSYubBZ5JlCoeSXtf%2Fv%2FSTikdxvYRwV7X80JKm4YXhHXcIMpxOu8Gns9QEs0wmxihEueCi8QA2vP3xCT4DetFC1lVB8Gjlj7frSbdik2Ikn%2FPZuxbS7GGZjF8%2FEBuz4524oUJxnxbXegBJR0gS5zo5%2F9Wknug3ACY%2FATCQ3xUF4dxmHAFx93nDETxvE%3D%7Ctkp%3ABk9SR4jF1P6UZw
58,#CPA-KW,Kyson Witherspoon 2025 Bowman Chrome Draft #CPA-KW Auto 1st RC,$32.14,"Feb 28, 2026",https://www.ebay.com/itm/157671591463?_skw=2025+bowman+%23CPA-&epid=28090227830&itmmeta=01KJKYN48SYKJE85J8AP2GN4JQ&hash=item24b5f58e27:g:7I0AAeSw3zdpilvw&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBl0FxxeNnmr7VmVBgc1naXW9rINjW4wmvamMlgOFqXgks8tbjHxYf7IUUuqB1jyjvt1puh6onuEdA4XEkQndHcynQ6i4r0HCvswJtAMNCu%2FFX6UB1U9Fr2hMrCuaSpur%2BwQ9IAnj2ePGlCL6JCEf23rNfQjrO5QQVuXk3X4NZ9py8shQFq9VaNV2%2F3KMPIf1hlkumgzpWufXgxBtVvhtkSKKoCLJMEaiq84Ufu7cLsodZ2oyUQwPsETtSu3NcuW%2BM%3D%7Ctkp%3ABk9SR4jF1P6UZw
59,#CPA-CHI,2025 Bowman #CPA-CHI Cobb Hightower Chrome Prospect Autographs,$5.20,"Feb 28, 2026",https://www.ebay.com/itm/389661495763?_skw=2025+bowman+%23CPA-&epid=5079917044&itmmeta=01KJKYN48SX8PW1ZR7X5R62Z1D&hash=item5ab9a291d3:g:ikwAAeSwIXNpnPjn&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBjX3G%2B%2FcQphe%2BGOafXU3u76MvAyND%2FFYTim9utDgg2DA7bIm%2FG5p%2BXyvEsvh1sgcigs3MXOA5wKYlbUVu3kyRMaid0ngEDRzk8N%2BFXS4jgBZYgdme5vudJLkgi8qh6oDutnWU%2F4cC4lOf448oZyYXpq22uiqUoXYCHKI0DA6qpuW77akCAg1hiq36XFM6CFzZbAgMpBTJkD%2BGn%2BP%2BlAbjuvud3M%2BGCGJghl%2FUgNPNAAlyl5UzUfsKiWhRc%2B5fH1TVMuLOpXS8ZouWhQvMjKR3oGYF5FR3UdzDtvwVSKlF8kw%3D%3D%7Ctkp%3ABk9SR4jF1P6UZw
60,#CPA-CS,2025 Bowman #CPA-CS Cameron Sullivan Chrome Prospect Autographs,$2.25,"Feb 28, 2026",https://www.ebay.com/itm/389661495738?_skw=2025+bowman+%23CPA-&epid=6079921007&itmmeta=01KJKYN48SD4ENRY1YKDKHM0AM&hash=item5ab9a291ba:g:~AsAAeSwR1hpnPf7&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB9At2hIGDaO0%2FDyx%2F0AX4nFgd3Kkp0aYvwhOBdS6WK4DpV2caYmKZzTc0utz6LAZURZBOz1Ff2lH8i17%2F0Ht6ia2huqoMZ00hfazPRCp8r05Bf6X2hn9sS6qQkP7ESLkffxoSaYd69grLKTl8vwUwRC5woatdKZSS1Ytb798bVEgzhDBhfn6fFMv%2FMgN2iHLBXY1IsI1G1Qb3lDcC2%2Bf7HYl2g6wbQRz64B9E4jqUDYihW4KfQ6G5E%2FDIeicRwzz681BFuXT88FineWXB%2Brl5XWzqgWEUm4732lr8ww3DG5g%3D%3D%7Ctkp%3ABk9SR4jF1P6UZw
61,#CPA-JM,2025 Bowman Jesus Made Chrome Auto 1st Prospect #CPA-JM Brewers,$249.00,"Feb 28, 2026",https://www.ebay.com/itm/117061453882?_skw=2025+bowman+%23CPA-&epid=21079918316&itmmeta=01KJKYN48SPT5JCYNKQ3J2Y23G&hash=item1b4168083a:g:Q6QAAeSwfo9pom4u&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCnU6e63F8J2Mhpufq4vaC428jaU%2F3bfTsFl8%2BiIvtaI%2BcS%2BJQ2NVVtmJfC0Lq%2F2G0MJsS2CWDWpB0hfbeGolgNggL8e6wd4WMIxaG1WvCBaNqKA%2BXUNeUOUzoF7MumOVXAPrauU5I3Dnli07QTtEyGxTGPhefIujOWIfJly4if13QUz91R%2Bw2LYCYgMbntBpscgsKgtkOJ94C6hhMzyYV8QYkNOISddG3Pirr7nUjJcS6W76uDZlBB50Q0dDTSL9LGdwl4sA4eb4iyy5tF%2BJOX0hgTcHUBr32%2BrtF%2FsYYGXQ%3D%3D%7Ctkp%3ABk9SR4jF1P6UZw
62,#CPA-AA,2025 Bowman #CPA-AA Ashly Andujar Chrome Prospect Autographs,$5.05,"Feb 28, 2026",https://www.ebay.com/itm/389661495732?_skw=2025+bowman+%23CPA-&epid=17079912745&itmmeta=01KJKYN48SV179M37FN879N1N6&hash=item5ab9a291b4:g:e9cAAeSwz3ZpnPg1&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB0F%2FfNW8fD8qY83YXwts6Ler%2FLo01WttcRlXwIANkwOK7kWj3jJeCZzitCoTusev6d3rLjHfJ2mqCWkkrGueIcVcLZmqLp31qRT%2FOez8blZgR4a4c8L67WpDjLDs64QBBMMGF0rjf0sJIEwvHF%2FO4Dyk0Z4udblSpxN%2FtpPEqoAvUGLUOZvST20TrbKyvMhkjcpQSi9vg1YPNPPNiebXd7LJgBpqMA1S--0YHmAVRv4HCIti2or1k9Ds449CtFkHlEZbIWFRsGRRUMXItbq4v67A0Q%2FrRLXDWa1BwAqCpi3w%3D%3D%7Ctkp%3ABk9SR4jF1P6UZw
63,#CPA-AM,2025 Bowman #CPA-AM Alex Mooney Chrome Prospect Autographs,$2.00,"Feb 28, 2026",https://www.ebay.com/itm/389661495728?_skw=2025+bowman+%23CPA-&epid=13079902243&itmmeta=01KJKYN48S8DYJNR58H7JB49Q4&hash=item5ab9a291b0:g:CjUAAeSw17tpnPgz&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBV3h0I4Vu0Igyz3OvL%2FdCuGeMmhzUUgZBmMoOAa7U8VGH5LkM%2BXyIJipJ24eJDTBfE7qHekpml1HLQEQmIYO1fECdCKq%2BlzRRFLaNOfFgk7CCXs3yZsDvAebSZAtkE0m2XTSU8T86Us2Rui5jP7tkqXJ1X1iVWytOmD5v6c7HA9ErNaQ%2BLDaRru%2FnP0gy9qoEBq4nK6ztRSUshvk%2BLpWWKwhUSF1zmxpTpBujIJWPwOPUyvp8DdEWLYdfdvmLPe7E%3D%7Ctkp%3ABk9SR4jF1P6UZw
64,#CPA-KK,2025 Bowman Draft Kane Kepley Chrome Auto 1st Prospect #CPA-KK Cubs,$12.50,"Feb 28, 2026",https://www.ebay.com/itm/127701167974?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48SN03XJBA4RM1K2K46&hash=item1dbb952f66:g:C34AAeSwv~RpnLxE&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xAyRO2f2mJxOjXgj7LfwdCcULT77qLIcERWCbb4seZs8QstWIiwj8sz3fRwn4E33jXkmnqAl4BC%2FNa90fDjhU6FYwEm52gvzomqV9Kx%2FrcrABlNAkEfbAlpAUrV2whWuNH0gGauUGCJITfYjjVGIwLjSrEYOOrswqqWgO82i7n96FAduRUXJ4jseHjGBrXHaPFJ%2BGVY9EPDaWCyyaVwzfDD8PoPorID%2B6U2HzcYMPfyMdtdasq4zasDtVcsSWrFk40%3D%7Ctkp%3ABk9SR4rF1P6UZw
65,#CPA-SHA,2025 Bowman Draft Steele Hall Chrome Auto 1st Prospect #CPA-SHA Reds,$52.00,"Feb 28, 2026",https://www.ebay.com/itm/127701167965?_skw=2025+bowman+%23CPA-&epid=11090804311&itmmeta=01KJKYN48SYWMMR42SBMX2S8YN&hash=item1dbb952f5d:g:DcUAAeSwU9ppnLz2&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDgzqID4FdStApyFyYIZfbB2a7OIi9GvZVxj78JAVqfV7N5tczXQIihrCY0lbWwVG56pQ6N1RTEMBrFcoJiuFyKS6Xc0FLe5BFVwrY4O%2Fus6RCt22fN4XudT1T9e8oDTwbelVOgSsRgzKEIWHX5qHeA%2F87cz%2Bi8syxEtaCp2YbM6M%2BC7lfQSUFiI4ACDo%2BInD5tw9cXsPzo%2B9rf3D6A373apdUOC8cj39ar5L4yUV3gQFoWjUdRRdjNqaD92Czr6Ac%3D%7Ctkp%3ABk9SR4rF1P6UZw
66,#CPA-AG,2025 Bowman Draft Adonys Guzman Chrome Auto 1st Prospect #CPA-AG Pirates,$5.00,"Feb 28, 2026",https://www.ebay.com/itm/127701167950?_skw=2025+bowman+%23CPA-&epid=8090179966&itmmeta=01KJKYN48TYHNQZ4VHB3HFQW45&hash=item1dbb952f4e:g:PPoAAeSwTf1pnLxC&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCkZZM8BwiIeUm2xp6bMMM1%2BbDEN2ZOwUPxz7pPtnD%2BpoSwEzNunQyNVvEVDtUBgaWjVQuiBJlc5KTVT1J0445QCaN2v4EoJ91e8uA7dExVjbqJYRi5BUcBXrP16qF72E2cUhDLQQHQsFWiSd4Ty92bNGlp4yAcEYlvP2a0Y57lDjab4IVGULOUXzjfIUtFIHZ4msnO08sBwRakMkV1CyQjpqbk73OSszHhQwP9SxJERx3Tjt8mltXkpIo05b%2FH6z36VvWbrUudyFpnAt6mbejAkAr97tsL3p9UV%2FtptD0BGg%3D%3D%7Ctkp%3ABk9SR4rF1P6UZw
67,#CPA-GF,2025 Bowman Draft Gavin Fien Chrome Auto 1st Prospect #CPA-GF Rangers,$24.70,"Feb 28, 2026",https://www.ebay.com/itm/127701167918?_skw=2025+bowman+%23CPA-&epid=11090143064&itmmeta=01KJKYN48TKWZB0RRNZJVE6NVB&hash=item1dbb952f2e:g:LaUAAeSwVe5pnLz1&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBtXn%2Bt6qJDrKUUDx6CFL9oRCal3D05CJrKzN0pTIZP0nrVEKiWMOuDFBbHn0tXe9yLBFHzn2a65MTrQKGXCrEcBxZHFafTUDqvIT%2Bg4YRaZEbRAS4ldWKudba4kHzslEk3h2nbOSYqwHfeRJsHn0Poz%2F6i6MAh3Fxx0B2hNPTCT%2F4REvQM0yRusOpTHQQwPChNpPi3y4rzYnT0jHkJz5HcViQIoKamslqH8l%2BQefg%2BnFZl%2F18mcKMVBM5mPGljoxUAmemcZGGk02pU4wHrcEzY7RVJARt1NmmoNy2F7J%2FWdQ%3D%3D%7Ctkp%3ABk9SR4rF1P6UZw
68,#CPA-GF,2025 Bowman Draft Gavin Fien Chrome Auto 1st Prospect #CPA-GF Rangers,$24.80,"Feb 28, 2026",https://www.ebay.com/itm/127701167920?_skw=2025+bowman+%23CPA-&epid=11090143064&itmmeta=01KJKYN48TYWBTRJK3Z37KVCY7&hash=item1dbb952f30:g:djwAAeSwhlBpnLy2&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDG8m7qp34H5bHe4tbYIU4dHnOoQ80lFghHMZi9AyOYusBhNGdTaXX8YO1c4%2F%2Byx4IrtlaIPJv7e4chlxaCkvyRR0kAm5lmqmeRfts3Unc7z0cQ3vHpcOiZRdVeAGLA4oX057Y4TxYW%2FmKORnHoGkteo1dHlcui8nDY2Sl5%2FcaGOMITflGG%2BoHkcKML6%2FI%2FmOtYuqPzd3kwlPHvRIU1Hi2GhwHb5V9ki0fRw8RbBbT%2BXW79mdYQS2lypWcmqzjIXHU%3D%7Ctkp%3ABk9SR4rF1P6UZw
69,#CPA-ECA,2025 Bowman Draft Easton Carmichael Chrome Auto 1st Prospect #CPA-ECA Pirates,$7.50,"Feb 28, 2026",https://www.ebay.com/itm/127701167916?_skw=2025+bowman+%23CPA-&epid=27090866616&itmmeta=01KJKYN48TJFTZ32E70V3C1B17&hash=item1dbb952f2c:g:MywAAeSwIh5pnLzy&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCcJDJ8mAU7jvfekpzwoUELiUsLwj1ogmNfjzNxDdLSp3Q%2FyIR6RSqohcq%2BhYoZvM6W3IH1Z87IhSX2KUXlTnmXFAOM3CXsooHKjS0JsbdqXNDKvxCMrEmI8AD%2FyUcuefwdBKjJI%2B%2FwoObp861ke5NV81eW6J%2Fn4dExF82INLBaf%2Fm%2BzdX1VXu9QCFryNyp%2FZRWoL35l%2FoIX9C39qfY2tnQM0cmBZc22Gi99LzKWF68ddOgNW9a4IBDorzj1koYL1s%3D%7Ctkp%3ABk9SR4rF1P6UZw
70,#CPA-EP,2025 Topps Bowman Chrome #CPA-EP Ethan Petry 1st Auto Nationals QI95,$7.01,"Feb 28, 2026",https://www.ebay.com/itm/406717720347?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48TMNJCT2HSN7J312V6&hash=item5eb243e71b:g:2rUAAeSwxsRpgBSi&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB%2B3DiEeXtaMPQwpDu1eVoPPpynvB93eSD1y8uTAe%2BNca8fqUbK6pF5SXx6%2BmU0zs8p9w2%2B7NQTC%2B7Lgajd23G3p3QpyVdaaXLokTgZbqnyhGtlKX%2BGdTx4D9%2Fy292wgYv71XfsWoHAzexVxzDAFMm%2FEjXF%2FGm61ctvXwBGsg35qL4nvvirzp7tspjEhe1YieKd8ukhqWqqQgiTN19cs6gGgMFGmTn3n5Lg9l110Fb9egKk9UorhjODbObGclipPto%3D%7Ctkp%3ABk9SR4rF1P6UZw
71,#CPA-JG,2025 Topps Bowman Chrome #CPA-JG Jack Gurevitch 1st Auto Cardinals QI95,$9.50,"Feb 28, 2026",https://www.ebay.com/itm/406717719487?_skw=2025+bowman+%23CPA-&epid=28090222687&itmmeta=01KJKYN48T4EDGBJ2MXGYD83QP&hash=item5eb243e3bf:g:PdMAAeSw1WRpgB-l&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB0z0QVc1QoIf8QV5saxgAYm5M5wMFNVydIK4opNjb4TCX5qsLM7T2kYTJ%2BFROx74O%2F%2B8Gcgb%2BDzcKFUW2fPU3wPK13FuHi7OcOjK5Wq4VqOEWd9kowXM0QwTled0XYOSEBiriiOdR8O%2FU%2FrKmTdXdjYkDhjrEag5kutISHh%2B6Zh6XdAge2%2Fli00c%2Bt%2F91%2FCvm0mBd8Tkxm%2FVwMnCmy8VQWjwNv4dgV8U3MaVOorFPp1eGsX15iuaLBvcEJPEfzdbk%3D%7Ctkp%3ABk9SR4rF1P6UZw
72,#CPA-EP,2025 Topps Bowman Chrome #CPA-EP Ethan Petry 1st Auto Nationals QI95,$8.51,"Feb 28, 2026",https://www.ebay.com/itm/406717718668?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48T6MTPSPZ9973T834M&hash=item5eb243e08c:g:3QsAAeSw8VdpgB5u&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBQQRNMGVRyhNAr8xDsES4Bp19HcJwq%2F6GTBltilYbt7vc32UjaVJolygH%2Fc72pqpEgIHqs0xNPh%2Bzdo49C%2BHyFbUZwSD%2BJGuQk8JIr5fEGJMwQl1fi712pwnDnaA0KZsIz3KMhbA4fKdPA2TpYJwenpuGQx2GZQ0WeTeuuMVsqILl3XksVfC7iyBrXFBux1svk6aMlnauRSTFZxvC5J32SaXj3GFIHw8RNe6sNtK5kS4OYY%2B5JlP5Py1v6i3VQT%2BQu7W2Y3F7o3ooQfYwhqjqfLggntnVG0dm0xkfDYqNgoQ%3D%3D%7Ctkp%3ABk9SR4zF1P6UZw
73,#CPA-KKE,Kaeden Kent 2025 Bowman Draft Chrome 1st AUTO #CPA-KKE,$21.50,"Feb 28, 2026",https://www.ebay.com/itm/117044273189?_skw=2025+bowman+%23CPA-&epid=17090567108&itmmeta=01KJKYN48TJXGVYADKRMRYDERZ&hash=item1b4061e025:g:DjYAAeSwziJpleZZ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAH6cEFcIxG2quMcO--YTfMXjYeFBDq6mQx7%2Fndz9ZDCxOCkVlDOyJJUYYuXOOUivRGW3knrTEcmPXRq9VAlRiaFFR4LALya2vnk%2FaRPWYZ6c91U3ll7cJXJXLCgsAfmx3Sx0CtvLv3m4ZTzB0HmCluPkXZfj3FwXr3FO6x%2Fm0KaT4M3wZoSFuDNWuMCWHWVib8H0u1NjL3ExNTg1%2BCje5id%2Fj85JomzXEp3p8JaByJhH0q4R35rEzNpJ%2FCloOUvzn5ePoS4TH4QlqevXiT3eNIzf8N72Ce5cP4PTRfPguyrg%3D%3D%7Ctkp%3ABk9SR4zF1P6UZw
74,#CPA-SM,2025 Bowman Chrome Shotaro Morii Auto 1st Prospect #CPA-SM Athletics,$113.50,"Feb 28, 2026",https://www.ebay.com/itm/127701158746?_skw=2025+bowman+%23CPA-&epid=20087504454&itmmeta=01KJKYN48TPZ97YAX9BQDE0EP9&hash=item1dbb950b5a:g:87YAAeSwiqxpnLpZ&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBr8%2FRJHN0zIOT72Xq1vFE1lrJB811S0kQlQuIJIqkc0wdKCwMisXPxcVzEmv58yK3sY6UD5wLUX4hIF7bFqvGp6pSsQ12GsE6zIskV9DXSbAJve8gvxmWobftC%2BxbMcBn%2FY%2FaF43bc7ktU7KTRmjulWYk%2F%2BGaSRo7duz00NIZm6jF3AC3dbYQGPPsMuaKrqLT6x54kOEyx4ewfOZFfGR1VUBk7fqGiX42XvEvSrxbYhd%2FWQm4Iw%2B7SwleJDCxP%2BNsvXH0cSn%2BT6TNJSWaattm440MSE0c8l0Ty6cCSYJvkTw%3D%3D%7Ctkp%3ABk9SR4zF1P6UZw
75,#CPA-EP,2025 Bowman Chrome Prospect Auto Elian Pena #CPA-EP,$41.40,"Feb 28, 2026",https://www.ebay.com/itm/236646853620?_skw=2025+bowman+%23CPA-&epid=18086319403&itmmeta=01KJKYN48T47F13THES31W2EFE&hash=item3719406bf4:g:0nkAAeSwJCdpmPOt&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBasc%2FZ%2Bmj0DV2AC9oyDDjetF3KQBnIztWgcgV5wQuCWPFDsVPNbGw3hOHfi0m75TuK4xnbAb4BGC%2B47lf7kJ00V5Gq%2FoTql0QpPTPmkqAOXhr8HlplDVZUfeR8yxgniLXzWAIiO9OnGtgettk7%2Fwrb60nPWmc2GQmIf2TkhytjbiZtbEHzOd%2FP0H4Ch7LxLA9gUdJkI%2B4PR1DjGjaL465HXaB6d%2FxtkvAoxSsPeHRyQxo3jQosMeczfuY3FTDKQaM%3D%7Ctkp%3ABk9SR4zF1P6UZw
76,#CPA-JWR,2025 Bowman Chrome Jakob Wright Auto 1st Prospect #CPA-JWR Dodgers,$6.50,"Feb 28, 2026",https://www.ebay.com/itm/127701158461?_skw=2025+bowman+%23CPA-&epid=8086940826&itmmeta=01KJKYN48VSFGN1F0QPV78RE9A&hash=item1dbb950a3d:g:JlkAAeSwRKlpnLnV&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCIq0MZXI9SZYUi3j2X2arL3jM1pycMRoDJBj7ePje40AsNZ%2BOYx%2F8OEnHNu2SDCLeC0%2FYClbiEbQsw6U26dSl9fh04a42hBF1fcL%2FeXIdK2N%2FpB7rzo%2FgEDr%2F1lMRTyuL9OBQuhMylYZyDUBjAMxmMFPKMsN3RxF%2Btr5fSKDgi0RUg5UpsFZCxBs33VrzWAYuKTQV88Dbofg68H2xIqC95Nk4Zd1%2B9EB6EPlqqPzbSkdqq3MEM3q0%2FnFZ2QFdDdqc%3D%7Ctkp%3ABk9SR4zF1P6UZw
77,#CPA-ABR,2025 Bowman Chrome Anderson Brito Prospect Auto #CPA-ABR Astros,$9.60,"Feb 28, 2026",https://www.ebay.com/itm/127701158478?_skw=2025+bowman+%23CPA-&epid=23086721893&itmmeta=01KJKYN48V1AG5A1N60SBKSSF3&hash=item1dbb950a4e:g:CL4AAeSwT-tpnLnY&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB7UmwiRmqwApmYAEM1CbhMc70a75McZGyI4XdwB9pBeqSnx8uLPLEZcaECOF%2FHVYKjCqtbqv%2F8DsiExCijRQhh5kBxrDAp9vT%2Ff%2BcHpz0%2FTMnjS5fSX7nWmg0bi8w4V%2BC5Xp8XdGZWPlOSVo6IwkUPp6EIz19kc%2BTR4%2F6JDuTMvyEraae8kBJqoivymeQ4AQPfSLV7R8BB8mEUZffl%2FmvpkHbK74LR%2B2iFZlFGbzMzdY2cxxR8YHKNnK62htZk2Pq9MwzSwyWBi8K5sOQydPHnNZ%2F2%2FdzFYO5qAvy36dzDlA%3D%3D%7Ctkp%3ABk9SR4zF1P6UZw
78,#CPA-AJ,Ayden Johnson Auto 2025 Bowman Chrome Prospect Athletics #CPA-AJ,$10.00,"Feb 28, 2026",https://www.ebay.com/itm/227226821202?_skw=2025+bowman+%23CPA-&epid=12086317196&itmmeta=01KJKYN48VYRS1F9376SZY68MF&hash=item34e7c62252:g:MKgAAeSwvQxpmkKm&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xD4fs79H7XTdCewCm28kjbKJiTLXhm0SzsIYOtpmThc7lwTNpKBXp5rEaMi8BxuP0p2jbWiV4f%2B%2FiO%2Fg65JoUPjz40g3Ig3At6tdWU5Ag1AnlazaG%2BnxowWoPpFfhAYdGE2snkob5Y%2FoOBVAU1V8OmhcLFxTUU2AXkxvnBjhyn6tl%2F4rAD0tV9eazxi5oDMXLiz6t1rFL3zMQS%2FWFYpOC2GKDBUeZYiaCHsp5l7sOS7EsZi5z1IvYma%2BIuVcuLl%2B37i1H%2F%2BiO8Tem2nsoeZxvAQidQVtofmPJaTft75gJtzcg%3D%3D%7Ctkp%3ABk9SR4zF1P6UZw
